date_requested,from_utc,to_utc,forecast_gco2_per_kwh,actual_gco2_per_kwh,index,from_uk,to_uk,date_uk,hour_uk,time_uk
2026-06-27,2026-06-27 21:00:00+00:00,2026-06-27 21:30:00+00:00,174,176,high,2026-06-27 22:00:00+01:00,2026-06-27 22:30:00+01:00,2026-06-27,22,22:00:00
2026-06-27,2026-06-27 21:30:00+00:00,2026-06-27 22:00:00+00:00,173,169,moderate,2026-06-27 22:30:00+01:00,2026-06-27 23:00:00+01:00,2026-06-27,22,22:30:00
2026-06-27,2026-06-27 22:00:00+00:00,2026-06-27 22:30:00+00:00,166,159,moderate,2026-06-27 23:00:00+01:00,2026-06-27 23:30:00+01:00,2026-06-27,23,23:00:00
2026-06-27,2026-06-27 22:30:00+00:00,2026-06-27 23:00:00+00:00,158,148,moderate,2026-06-27 23:30:00+01:00,2026-06-28 00:00:00+01:00,2026-06-27,23,23:30:00
2026-06-28,2026-06-27 23:00:00+00:00,2026-06-27 23:30:00+00:00,158,144,moderate,2026-06-28 00:00:00+01:00,2026-06-28 00:30:00+01:00,2026-06-28,0,00:00:00
2026-06-28,2026-06-27 23:30:00+00:00,2026-06-28 00:00:00+00:00,157,142,moderate,2026-06-28 00:30:00+01:00,2026-06-28 01:00:00+01:00,2026-06-28,0,00:30:00
2026-06-28,2026-06-28 00:00:00+00:00,2026-06-28 00:30:00+00:00,138,142,moderate,2026-06-28 01:00:00+01:00,2026-06-28 01:30:00+01:00,2026-06-28,1,01:00:00
2026-06-28,2026-06-28 00:30:00+00:00,2026-06-28 01:00:00+00:00,134,137,moderate,2026-06-28 01:30:00+01:00,2026-06-28 02:00:00+01:00,2026-06-28,1,01:30:00
2026-06-28,2026-06-28 01:00:00+00:00,2026-06-28 01:30:00+00:00,143,130,moderate,2026-06-28 02:00:00+01:00,2026-06-28 02:30:00+01:00,2026-06-28,2,02:00:00
2026-06-28,2026-06-28 01:30:00+00:00,2026-06-28 02:00:00+00:00,136,114,moderate,2026-06-28 02:30:00+01:00,2026-06-28 03:00:00+01:00,2026-06-28,2,02:30:00
2026-06-28,2026-06-28 02:00:00+00:00,2026-06-28 02:30:00+00:00,126,115,moderate,2026-06-28 03:00:00+01:00,2026-06-28 03:30:00+01:00,2026-06-28,3,03:00:00
2026-06-28,2026-06-28 02:30:00+00:00,2026-06-28 03:00:00+00:00,115,110,moderate,2026-06-28 03:30:00+01:00,2026-06-28 04:00:00+01:00,2026-06-28,3,03:30:00
2026-06-28,2026-06-28 03:00:00+00:00,2026-06-28 03:30:00+00:00,117,113,moderate,2026-06-28 04:00:00+01:00,2026-06-28 04:30:00+01:00,2026-06-28,4,04:00:00
2026-06-28,2026-06-28 03:30:00+00:00,2026-06-28 04:00:00+00:00,110,109,moderate,2026-06-28 04:30:00+01:00,2026-06-28 05:00:00+01:00,2026-06-28,4,04:30:00
2026-06-28,2026-06-28 04:00:00+00:00,2026-06-28 04:30:00+00:00,107,104,moderate,2026-06-28 05:00:00+01:00,2026-06-28 05:30:00+01:00,2026-06-28,5,05:00:00
2026-06-28,2026-06-28 04:30:00+00:00,2026-06-28 05:00:00+00:00,106,84,low,2026-06-28 05:30:00+01:00,2026-06-28 06:00:00+01:00,2026-06-28,5,05:30:00
2026-06-28,2026-06-28 05:00:00+00:00,2026-06-28 05:30:00+00:00,108,79,low,2026-06-28 06:00:00+01:00,2026-06-28 06:30:00+01:00,2026-06-28,6,06:00:00
2026-06-28,2026-06-28 05:30:00+00:00,2026-06-28 06:00:00+00:00,84,75,low,2026-06-28 06:30:00+01:00,2026-06-28 07:00:00+01:00,2026-06-28,6,06:30:00
2026-06-28,2026-06-28 06:00:00+00:00,2026-06-28 06:30:00+00:00,73,77,low,2026-06-28 07:00:00+01:00,2026-06-28 07:30:00+01:00,2026-06-28,7,07:00:00
2026-06-28,2026-06-28 06:30:00+00:00,2026-06-28 07:00:00+00:00,73,78,low,2026-06-28 07:30:00+01:00,2026-06-28 08:00:00+01:00,2026-06-28,7,07:30:00
2026-06-28,2026-06-28 07:00:00+00:00,2026-06-28 07:30:00+00:00,70,76,low,2026-06-28 08:00:00+01:00,2026-06-28 08:30:00+01:00,2026-06-28,8,08:00:00
2026-06-28,2026-06-28 07:30:00+00:00,2026-06-28 08:00:00+00:00,73,75,low,2026-06-28 08:30:00+01:00,2026-06-28 09:00:00+01:00,2026-06-28,8,08:30:00
2026-06-28,2026-06-28 08:00:00+00:00,2026-06-28 08:30:00+00:00,69,69,low,2026-06-28 09:00:00+01:00,2026-06-28 09:30:00+01:00,2026-06-28,9,09:00:00
2026-06-28,2026-06-28 08:30:00+00:00,2026-06-28 09:00:00+00:00,65,60,low,2026-06-28 09:30:00+01:00,2026-06-28 10:00:00+01:00,2026-06-28,9,09:30:00
2026-06-28,2026-06-28 09:00:00+00:00,2026-06-28 09:30:00+00:00,60,56,low,2026-06-28 10:00:00+01:00,2026-06-28 10:30:00+01:00,2026-06-28,10,10:00:00
2026-06-28,2026-06-28 09:30:00+00:00,2026-06-28 10:00:00+00:00,56,51,low,2026-06-28 10:30:00+01:00,2026-06-28 11:00:00+01:00,2026-06-28,10,10:30:00
2026-06-28,2026-06-28 10:00:00+00:00,2026-06-28 10:30:00+00:00,51,50,low,2026-06-28 11:00:00+01:00,2026-06-28 11:30:00+01:00,2026-06-28,11,11:00:00
2026-06-28,2026-06-28 10:30:00+00:00,2026-06-28 11:00:00+00:00,45,46,low,2026-06-28 11:30:00+01:00,2026-06-28 12:00:00+01:00,2026-06-28,11,11:30:00
2026-06-28,2026-06-28 11:00:00+00:00,2026-06-28 11:30:00+00:00,45,43,low,2026-06-28 12:00:00+01:00,2026-06-28 12:30:00+01:00,2026-06-28,12,12:00:00
2026-06-28,2026-06-28 11:30:00+00:00,2026-06-28 12:00:00+00:00,40,41,low,2026-06-28 12:30:00+01:00,2026-06-28 13:00:00+01:00,2026-06-28,12,12:30:00
2026-06-28,2026-06-28 12:00:00+00:00,2026-06-28 12:30:00+00:00,40,43,low,2026-06-28 13:00:00+01:00,2026-06-28 13:30:00+01:00,2026-06-28,13,13:00:00
2026-06-28,2026-06-28 12:30:00+00:00,2026-06-28 13:00:00+00:00,40,45,low,2026-06-28 13:30:00+01:00,2026-06-28 14:00:00+01:00,2026-06-28,13,13:30:00
2026-06-28,2026-06-28 13:00:00+00:00,2026-06-28 13:30:00+00:00,39,45,low,2026-06-28 14:00:00+01:00,2026-06-28 14:30:00+01:00,2026-06-28,14,14:00:00
2026-06-28,2026-06-28 13:30:00+00:00,2026-06-28 14:00:00+00:00,40,51,low,2026-06-28 14:30:00+01:00,2026-06-28 15:00:00+01:00,2026-06-28,14,14:30:00
2026-06-28,2026-06-28 14:00:00+00:00,2026-06-28 14:30:00+00:00,43,56,low,2026-06-28 15:00:00+01:00,2026-06-28 15:30:00+01:00,2026-06-28,15,15:00:00
2026-06-28,2026-06-28 14:30:00+00:00,2026-06-28 15:00:00+00:00,45,69,low,2026-06-28 15:30:00+01:00,2026-06-28 16:00:00+01:00,2026-06-28,15,15:30:00
2026-06-28,2026-06-28 15:00:00+00:00,2026-06-28 15:30:00+00:00,54,86,low,2026-06-28 16:00:00+01:00,2026-06-28 16:30:00+01:00,2026-06-28,16,16:00:00
2026-06-28,2026-06-28 15:30:00+00:00,2026-06-28 16:00:00+00:00,62,96,moderate,2026-06-28 16:30:00+01:00,2026-06-28 17:00:00+01:00,2026-06-28,16,16:30:00
2026-06-28,2026-06-28 16:00:00+00:00,2026-06-28 16:30:00+00:00,81,112,moderate,2026-06-28 17:00:00+01:00,2026-06-28 17:30:00+01:00,2026-06-28,17,17:00:00
2026-06-28,2026-06-28 16:30:00+00:00,2026-06-28 17:00:00+00:00,90,131,moderate,2026-06-28 17:30:00+01:00,2026-06-28 18:00:00+01:00,2026-06-28,17,17:30:00
2026-06-28,2026-06-28 17:00:00+00:00,2026-06-28 17:30:00+00:00,114,143,moderate,2026-06-28 18:00:00+01:00,2026-06-28 18:30:00+01:00,2026-06-28,18,18:00:00
2026-06-28,2026-06-28 17:30:00+00:00,2026-06-28 18:00:00+00:00,122,148,moderate,2026-06-28 18:30:00+01:00,2026-06-28 19:00:00+01:00,2026-06-28,18,18:30:00
2026-06-28,2026-06-28 18:00:00+00:00,2026-06-28 18:30:00+00:00,144,156,moderate,2026-06-28 19:00:00+01:00,2026-06-28 19:30:00+01:00,2026-06-28,19,19:00:00
2026-06-28,2026-06-28 18:30:00+00:00,2026-06-28 19:00:00+00:00,158,159,moderate,2026-06-28 19:30:00+01:00,2026-06-28 20:00:00+01:00,2026-06-28,19,19:30:00
2026-06-28,2026-06-28 19:00:00+00:00,2026-06-28 19:30:00+00:00,159,165,moderate,2026-06-28 20:00:00+01:00,2026-06-28 20:30:00+01:00,2026-06-28,20,20:00:00
2026-06-28,2026-06-28 19:30:00+00:00,2026-06-28 20:00:00+00:00,170,170,high,2026-06-28 20:30:00+01:00,2026-06-28 21:00:00+01:00,2026-06-28,20,20:30:00
2026-06-28,2026-06-28 20:00:00+00:00,2026-06-28 20:30:00+00:00,171,173,high,2026-06-28 21:00:00+01:00,2026-06-28 21:30:00+01:00,2026-06-28,21,21:00:00
2026-06-28,2026-06-28 20:30:00+00:00,2026-06-28 21:00:00+00:00,167,174,high,2026-06-28 21:30:00+01:00,2026-06-28 22:00:00+01:00,2026-06-28,21,21:30:00
2026-06-28,2026-06-28 21:00:00+00:00,2026-06-28 21:30:00+00:00,171,176,high,2026-06-28 22:00:00+01:00,2026-06-28 22:30:00+01:00,2026-06-28,22,22:00:00
2026-06-28,2026-06-28 21:30:00+00:00,2026-06-28 22:00:00+00:00,173,167,moderate,2026-06-28 22:30:00+01:00,2026-06-28 23:00:00+01:00,2026-06-28,22,22:30:00
2026-06-28,2026-06-28 22:00:00+00:00,2026-06-28 22:30:00+00:00,176,159,moderate,2026-06-28 23:00:00+01:00,2026-06-28 23:30:00+01:00,2026-06-28,23,23:00:00
2026-06-28,2026-06-28 22:30:00+00:00,2026-06-28 23:00:00+00:00,165,156,moderate,2026-06-28 23:30:00+01:00,2026-06-29 00:00:00+01:00,2026-06-28,23,23:30:00
